NestID,Species,Date_found,Veg_spp,Veg_height,Nest_height,Fate,Fate_date,Fate_time,Female,Male,Def_Pairs,Lik_Pairs,Prev_Nest,Start_date
KAYT39,SESP,6/9/2015,SPARALTE,1.1,0.71,3,6/12/2015,16:00:00,,,,3PK7,,6/9/2015
KAYT4,SESP,4/10/2015,SPARALTE,0.75,0.59,1,4/18/2015,21:00:00,,,,,,4/10/2015
KAYT40,SESP,6/9/2015,SPARALTE,0.95,0.62,3,6/13/2015,3:00:00,"BL,SI/GR,YE","BL,RE/WH,SI",3PK8,,,6/9/2015
KAYT41,SESP,6/16/2015,SPARALTE,0.65,0.5,3,6/23/2015,16:00:00,"BL,SI/BLUE,PI",,3PK6,,,6/16/2015
KAYT42,SESP,6/23/2015,SPARALTE,0.95,0.59,3,6/26/2015,1:00:00,,,,3PK4,,6/23/2015
KAYT43,SESP,6/23/2015,SPARALTE,0.9,0.48,3,6/25/2015,18:00:00,,,,3PK7,,6/23/2015
KAYT44,SESP,6/29/2015,SPARALTE,0.75,0.47,3,7/11/2015,23:00:00,,,,,,7/4/2015
KAYT45,SESP,6/29/2015,SPARALTE,1,0.74,3,7/7/2015,5:00:00,,,,3PK10,,6/29/2015
KAYT46,SESP,7/7/2015,SPARALTE,1.2,0.79,2,,,,,,,,
KAYT47,SESP,7/7/2015,SPARALTE,1,0.62,3,7/13/2015,2:00:00,,,,,,7/7/2015
KAYT48,SESP,7/13/2015,SPARALTE,0.9,0.44,,,,,,,3PK4,,7/13/2015
KAYT49,SESP,7/13/2015,SPARALTE,0.9,0.49,3,7/16/2015,3:00:00,,,,3PK3,,7/13/2015
KAYT5,SESP,4/17/2015,SPARALTE,0.95,0.52,1,4/18/2015,21:00:00,,,,3PK2,,4/17/2015
KAYT6,SESP,4/17/2015,SPARALTE,1,0.68,3,4/26/2015,5:00:00,,,,,,4/17/2015
KAYT7,SESP,4/17/2015,SPARALTE,0.9,0.59,3,4/22/2015,22:00:00,"BL,SI/RE,RE",,3PK5,,,4/17/2015
KAYT8,SESP,4/17/2015,SPARALTE,0.8,0.55,3,4/30/2015,23:00:00,"BL,SI/BLUE,PI",,3PK6,,,4/17/2015
KAYT9,SESP,4/17/2015,SPARALTE,0.85,0.56,3,4/22/2015,,"BL,SI/GR,YE","BL,RE/WH,SI",3PK8,,,4/19/2015
SSC?1,SESP,6/7/2013,SPARALTE,1.1,0.7,2,,,,,,,,
SSC?10,SESP,6/11/2013,SPARALTE,1.35,0.65,2,,,,,,,,
SSC?11,SESP,6/11/2013,SPARALTE,1.3,0.5,2,,,,,,,,
SSC?12,SESP,6/11/2013,SPARALTE,0.9,0.55,2,,,,,,,,
SSC?13,SESP,6/13/2013,SPARALTE,1.2,0.65,2,,,,,,,,
SSC?14,SESP,6/13/2013,SPARALTE,1.35,0.7,2,,,,,,,,
SSC?15,SESP,6/13/2013,SPARALTE,1.25,0.65,2,,,,,,,,
SSC?16,SESP,6/17/2013,SPARALTE,1.25,0.7,2,,,,,,,,
SSC?17,SESP,6/17/2013,SPARALTE,1.3,0.7,2,,,,,,,,
SSC?18,SESP,6/17/2013,SPARALTE,1.1,0.5,2,,,,,,,,
SSC?19,SESP,6/17/2013,SPARALTE,1.15,0.65,2,,,,,,,,
SSC?2,SESP,6/7/2013,SPARALTE,1.1,0.6,2,,,,,,,,
SSC?20,SESP,6/17/2013,SPARALTE,1.1,0.55,2,,,,,,,,
SSC?21,SESP,6/17/2013,SPARALTE,1.1,0.65,2,,,,,,,,
SSC?22,SESP,6/17/2013,SPARALTE,1.35,0.75,2,,,,,,,,
SSC?23,SESP,6/17/2013,SPARALTE,1.25,0.7,2,,,,,,,,
SSC?24,SESP,6/19/2013,SPARALTE,1.2,0.7,2,,,,,,,,
SSC?25,SESP,6/19/2013,SPARALTE,1.2,0.65,2,,,,,,,,
SSC?26,SESP,6/19/2013,SPARALTE,1.2,0.6,2,,,,,,,,
SSC?27,SESP,6/19/2013,SPARALTE,1.05,0.6,2,,,,,,,,
SSC?28,SESP,6/19/2013,SPARALTE,1.2,0.55,2,,,,,,,,
SSC?29,SESP,6/19/2013,SPARALTE,1.1,0.65,2,,,,,,,,
SSC?3,CLRA,6/7/2013,SPARALTE,0.35,0.8,2,,,,,,,,
SSC?30,SESP,6/19/2013,SPARALTE,1.05,0.75,2,,,,,,,,
SSC?31,SESP,6/19/2013,SPARALTE,1.2,0.7,2,,,,,,,,
SSC?32,SESP,6/19/2013,SPARALTE,1.2,0.65,2,,,,,,,,
SSC?33,SESP,6/19/2013,SPARALTE,0.9,0.45,2,,,,,,,,
SSC?34,SESP,6/25/2013,SPARALTE,0.85,1.35,,,,,,,,,
SSC?35,SESP,6/26/2013,SPARALTE,1.3,0.7,2,,,,,,,,
SSC?4,SESP,6/7/2013,SPARALTE,1,0.45,2,,,,,,,,
SSC?5,SESP,6/7/2013,SPARALTE,0.9,0.5,2,,,,,,,,
SSC?6,SESP,6/7/2013,SPARALTE,0.75,0.35,2,,,,,,,,
SSC?7,SESP,6/11/2013,SPARALTE,1.2,0.6,2,,,,,,,,
SSC?8,SESP,6/11/2013,SPARALTE,1.2,0.65,2,,,,,,,,
SSC?9,SESP,6/11/2013,SPARALTE,1,0.5,,,,,,,,,
SSC1,SESP,6/7/2013,SPARALTE,1.1,0.45,4,6/7/2013,,,,,PS1,,6/7/2013
