COLLECTION_Date,TRACE,LONG,LAT,ELEV [m],TWT [ns],"SNOW DEPTH [m, assuming velocity of 0.234 m/ns]",SWE [mm assuming density of 335 kg/m3],EASTING,NORTHING,UTM_ZONE,TRANSECT
GPR_0043_020817,706,-108.064914,39.04907753,-999,13.5033,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,707,-108.064914,39.04907753,-999,13.5033,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,708,-108.064914,39.04907753,-999,13.5034,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,709,-108.064914,39.04907753,-999,13.5034,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,710,-108.064914,39.04907753,-999,13.5035,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,711,-108.064914,39.04907753,-999,13.5523,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,712,-108.064914,39.04907753,-999,13.5036,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,713,-108.064914,39.04907753,-999,13.2598,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,714,-108.064914,39.04907753,-999,13.5525,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,715,-108.064914,39.04907753,-999,13.455,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,716,-108.064914,39.04907753,-999,13.5526,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,717,-108.064914,39.04907753,-999,13.5038,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,718,-108.064914,39.04907753,-999,13.5527,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,719,-108.064914,39.04907753,-999,13.5039,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,720,-108.064914,39.04907753,-999,13.504,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,721,-108.064914,39.04907753,-999,13.4553,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,722,-108.064914,39.04907753,-999,13.504,1.525,511,754001.4811,4326330.925,12S,48
GPR_0043_020817,723,-108.064914,39.04907753,-999,13.0652,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,724,-108.064914,39.04907753,-999,13.2603,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,725,-108.064914,39.04907753,-999,13.5042,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,726,-108.064914,39.04907753,-999,13.2604,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,727,-108.064914,39.04907753,-999,13.1629,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,728,-108.064914,39.04907753,-999,13.4556,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,729,-108.064914,39.04907753,-999,13.4557,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,730,-108.064914,39.04907753,-999,13.5044,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,731,-108.064914,39.04907753,-999,13.5045,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,732,-108.064914,39.04907753,-999,13.5045,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,733,-108.064914,39.04907753,-999,13.2608,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,734,-108.064914,39.04907753,-999,13.5046,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,735,-108.064914,39.04907753,-999,13.5047,1.565,524,754001.4811,4326330.925,12S,48
GPR_0043_020817,736,-108.064914,39.04907753,-999,13.4072,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,737,-108.064914,39.04907753,-999,13.5536,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,738,-108.064914,39.04907753,-999,13.4561,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,739,-108.064914,39.04907753,-999,13.5537,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,740,-108.064914,39.04907753,-999,13.5537,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,741,-108.064914,39.04907753,-999,13.4562,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,742,-108.064914,39.04907753,-999,13.1636,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,743,-108.064914,39.04907753,-999,13.505,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,744,-108.064914,39.04907753,-999,13.5051,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,745,-108.064914,39.04907753,-999,13.5051,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,746,-108.064914,39.04907753,-999,13.1638,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,747,-108.064914,39.04907753,-999,13.5052,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,748,-108.064914,39.04907753,-999,13.4566,1.553,520,754001.4811,4326330.925,12S,48
GPR_0043_020817,749,-108.064914,39.04907753,-999,13.3102,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,750,-108.064914,39.04907753,-999,13.164,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,751,-108.064914,39.04907753,-999,13.5054,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,752,-108.064914,39.04907753,-999,13.5055,1.565,524,754001.4811,4326330.925,12S,48
GPR_0043_020817,753,-108.064914,39.04907753,-999,13.408,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,754,-108.064914,39.04907753,-999,13.1642,1.542,517,754001.4811,4326330.925,12S,48
GPR_0043_020817,755,-108.064914,39.04907753,-999,13.213,1.53,513,754001.4811,4326330.925,12S,48
GPR_0043_020817,756,-108.064914,39.04907753,-999,13.1155,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,757,-108.064914,39.04907753,-999,13.5057,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,758,-108.064914,39.04907753,-999,13.5057,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,759,-108.064914,39.04907753,-999,13.5058,1.565,524,754001.4811,4326330.925,12S,48
GPR_0043_020817,760,-108.064914,39.04907753,-999,13.4083,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,761,-108.064914,39.04907753,-999,13.2621,1.53,513,754001.4811,4326330.925,12S,48
GPR_0043_020817,762,-108.064914,39.04907753,-999,13.1157,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,763,-108.064914,39.04907753,-999,13.2622,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,764,-108.064914,39.04907753,-999,13.4573,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,765,-108.064914,39.04907753,-999,13.1647,1.559,522,754001.4811,4326330.925,12S,48
GPR_0043_020817,766,-108.064914,39.04907753,-999,13.3598,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,767,-108.064914,39.04907753,-999,13.5062,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,768,-108.064914,39.04907753,-999,13.5062,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,769,-108.064914,39.04907753,-999,13.5063,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,770,-108.064914,39.04907753,-999,13.5063,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,771,-108.064914,39.04907753,-999,13.5064,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,772,-108.064914,39.04907753,-999,13.5064,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,773,-108.064914,39.04907753,-999,13.5065,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,774,-108.064914,39.04907753,-999,13.5065,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,775,-108.064914,39.04907753,-999,13.5554,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,776,-108.064914,39.04907753,-999,13.5066,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,777,-108.064914,39.04907753,-999,13.5066,1.542,517,754001.4811,4326330.925,12S,48
GPR_0043_020817,778,-108.064914,39.04907753,-999,13.2141,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,779,-108.064914,39.04907753,-999,13.5067,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,780,-108.064914,39.04907753,-999,13.5068,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,781,-108.064914,39.04907753,-999,13.5068,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,782,-108.064914,39.04907753,-999,13.1655,1.559,522,754001.4811,4326330.925,12S,48
GPR_0043_020817,783,-108.064914,39.04907753,-999,13.3606,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,784,-108.064914,39.04907753,-999,13.507,1.53,513,754001.4811,4326330.925,12S,48
GPR_0043_020817,785,-108.064914,39.04907753,-999,13.1168,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,786,-108.064914,39.04907753,-999,13.5071,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,787,-108.064914,39.04907753,-999,13.5071,1.53,513,754001.4811,4326330.925,12S,48
GPR_0043_020817,788,-108.064914,39.04907753,-999,13.117,1.565,524,754001.4811,4326330.925,12S,48
GPR_0043_020817,789,-108.064914,39.04907753,-999,13.4097,1.565,524,754001.4811,4326330.925,12S,48
GPR_0043_020817,790,-108.064914,39.04907753,-999,13.4098,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,791,-108.064914,39.04907753,-999,13.5073,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,792,-108.064914,39.04907753,-999,13.5074,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,793,-108.064914,39.04907753,-999,13.5074,1.559,522,754001.4811,4326330.925,12S,48
GPR_0043_020817,794,-108.064914,39.04907753,-999,13.3611,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,795,-108.064914,39.04907753,-999,13.2637,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,796,-108.064914,39.04907753,-999,13.5075,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,797,-108.064914,39.04907753,-999,13.4589,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,798,-108.064914,39.04907753,-999,13.5564,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,799,-108.064914,39.04907753,-999,13.5565,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,800,-108.064914,39.04907753,-999,13.5077,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,801,-108.064914,39.04907753,-999,13.5566,1.553,520,754001.4811,4326330.925,12S,48
GPR_0043_020817,802,-108.064914,39.04907753,-999,13.3127,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,803,-108.064914,39.04907753,-999,13.5079,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,804,-108.064914,39.04907753,-999,13.5567,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,805,-108.064914,39.04907753,-999,13.4593,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,806,-108.064914,39.04907753,-999,13.508,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,807,-108.064914,39.04907753,-999,13.5569,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,808,-108.064914,39.04907753,-999,13.5081,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,809,-108.064914,39.04907753,-999,13.5082,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,810,-108.064914,39.04907753,-999,13.5082,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,811,-108.064914,39.04907753,-999,13.5083,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,812,-108.064914,39.04907753,-999,13.5083,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,813,-108.064914,39.04907753,-999,13.5083,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,814,-108.064914,39.04907753,-999,13.5084,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,815,-108.064914,39.04907753,-999,13.5572,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,816,-108.064914,39.04907753,-999,13.5085,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,817,-108.064914,39.04907753,-999,13.1671,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,818,-108.064914,39.04907753,-999,13.5086,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,819,-108.064914,39.04907753,-999,13.5086,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,820,-108.064914,39.04907753,-999,13.5087,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,821,-108.064914,39.04907753,-999,13.46,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,822,-108.064914,39.04907753,-999,13.4601,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,823,-108.064914,39.04907753,-999,13.5088,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,824,-108.064914,39.04907753,-999,13.5089,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,825,-108.064914,39.04907753,-999,13.5089,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,826,-108.064914,39.04907753,-999,13.509,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,827,-108.064914,39.04907753,-999,13.509,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,828,-108.064914,39.04907753,-999,13.5091,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,829,-108.064914,39.04907753,-999,13.2653,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,830,-108.064914,39.04907753,-999,13.5091,1.559,522,754001.4811,4326330.925,12S,48
GPR_0043_020817,831,-108.064914,39.04907753,-999,13.3629,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,832,-108.064914,39.04907753,-999,13.558,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,833,-108.064914,39.04907753,-999,13.2655,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,834,-108.064914,39.04907753,-999,13.5093,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,835,-108.064914,39.04907753,-999,13.168,1.542,517,754001.4811,4326330.925,12S,48
GPR_0043_020817,836,-108.064914,39.04907753,-999,13.2168,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,837,-108.064914,39.04907753,-999,13.5095,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,838,-108.064914,39.04907753,-999,13.5095,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,839,-108.064914,39.04907753,-999,13.5096,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,840,-108.064914,39.04907753,-999,13.5096,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,841,-108.064914,39.04907753,-999,13.5585,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,842,-108.064914,39.04907753,-999,13.461,1.542,517,754001.4811,4326330.925,12S,48
GPR_0043_020817,843,-108.064914,39.04907753,-999,13.2172,1.542,517,754001.4811,4326330.925,12S,48
GPR_0043_020817,844,-108.064914,39.04907753,-999,13.2172,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,845,-108.064914,39.04907753,-999,13.5099,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,846,-108.064914,39.04907753,-999,13.5099,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,847,-108.064914,39.04907753,-999,13.5588,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,848,-108.064914,39.04907753,-999,13.5588,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,849,-108.064914,39.04907753,-999,13.5588,1.587,532,754001.4811,4326330.925,12S,48
GPR_0043_020817,850,-108.064914,39.04907753,-999,13.6077,1.542,517,754001.4811,4326330.925,12S,48
GPR_0043_020817,851,-108.064914,39.04907753,-999,13.2175,1.587,532,754001.4811,4326330.925,12S,48
GPR_0043_020817,852,-108.064914,39.04907753,-999,13.6078,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,853,-108.064914,39.04907753,-999,13.5102,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,854,-108.064914,39.04907753,-999,13.5591,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,855,-108.064914,39.04907753,-999,13.5591,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,856,-108.064914,39.04907753,-999,13.5104,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,857,-108.064914,39.04907753,-999,13.5104,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,858,-108.064914,39.04907753,-999,13.5593,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,859,-108.064914,39.04907753,-999,13.4618,1.542,517,754001.4811,4326330.925,12S,48
GPR_0043_020817,860,-108.064914,39.04907753,-999,13.218,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,861,-108.064914,39.04907753,-999,13.5106,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,862,-108.064914,39.04907753,-999,13.5595,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,863,-108.064914,39.04907753,-999,13.5107,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,864,-108.064914,39.04907753,-999,13.5108,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,865,-108.064914,39.04907753,-999,13.5108,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,866,-108.064914,39.04907753,-999,13.5108,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,867,-108.064914,39.04907753,-999,13.5109,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,868,-108.064914,39.04907753,-999,13.5109,1.559,522,754001.4811,4326330.925,12S,48
GPR_0043_020817,869,-108.064914,39.04907753,-999,13.3647,1.536,515,754001.4811,4326330.925,12S,48
GPR_0043_020817,870,-108.064914,39.04907753,-999,13.1696,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,871,-108.064914,39.04907753,-999,13.5111,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,872,-108.064914,39.04907753,-999,13.5111,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,873,-108.064914,39.04907753,-999,13.56,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,874,-108.064914,39.04907753,-999,13.56,1.542,517,754001.4811,4326330.925,12S,48
GPR_0043_020817,875,-108.064914,39.04907753,-999,13.2187,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,876,-108.064914,39.04907753,-999,13.4626,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,877,-108.064914,39.04907753,-999,13.5602,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,878,-108.064914,39.04907753,-999,13.5114,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,879,-108.064914,39.04907753,-999,13.5115,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,880,-108.064914,39.04907753,-999,13.5115,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,881,-108.064914,39.04907753,-999,13.5116,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,882,-108.064914,39.04907753,-999,13.5116,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,883,-108.064914,39.04907753,-999,13.5117,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,884,-108.064914,39.04907753,-999,13.5117,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,885,-108.064914,39.04907753,-999,13.463,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,886,-108.064914,39.04907753,-999,13.5118,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,887,-108.064914,39.04907753,-999,13.5118,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,888,-108.064914,39.04907753,-999,13.5119,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,889,-108.064914,39.04907753,-999,13.5119,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,890,-108.064914,39.04907753,-999,13.512,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,891,-108.064914,39.04907753,-999,13.512,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,892,-108.064914,39.04907753,-999,13.5121,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,893,-108.064914,39.04907753,-999,13.5121,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,894,-108.064914,39.04907753,-999,13.561,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,895,-108.064914,39.04907753,-999,13.4635,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,896,-108.064914,39.04907753,-999,13.5123,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,897,-108.064914,39.04907753,-999,13.5123,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,898,-108.064914,39.04907753,-999,13.5124,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,899,-108.064914,39.04907753,-999,13.5124,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,900,-108.064914,39.04907753,-999,13.5613,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,901,-108.064914,39.04907753,-999,13.5125,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,902,-108.064914,39.04907753,-999,13.5125,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,903,-108.064914,39.04907753,-999,13.5126,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,904,-108.064914,39.04907753,-999,13.2688,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,905,-108.064914,39.04907753,-999,13.5615,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,906,-108.064914,39.04907753,-999,13.5127,1.587,532,754001.4811,4326330.925,12S,48
GPR_0043_020817,907,-108.064914,39.04907753,-999,13.6104,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,908,-108.064914,39.04907753,-999,13.5128,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,909,-108.064914,39.04907753,-999,13.5129,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,910,-108.064914,39.04907753,-999,13.5129,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,911,-108.064914,39.04907753,-999,13.513,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,912,-108.064914,39.04907753,-999,13.5618,1.565,524,754001.4811,4326330.925,12S,48
GPR_0043_020817,913,-108.064914,39.04907753,-999,13.4156,1.565,524,754001.4811,4326330.925,12S,48
GPR_0043_020817,914,-108.064914,39.04907753,-999,13.4156,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,915,-108.064914,39.04907753,-999,13.5132,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,916,-108.064914,39.04907753,-999,13.562,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,917,-108.064914,39.04907753,-999,13.5133,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,918,-108.064914,39.04907753,-999,13.5133,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,919,-108.064914,39.04907753,-999,13.5622,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,920,-108.064914,39.04907753,-999,13.4647,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,921,-108.064914,39.04907753,-999,13.4647,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,922,-108.064914,39.04907753,-999,13.5623,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,923,-108.064914,39.04907753,-999,13.5135,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,924,-108.064914,39.04907753,-999,13.5136,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,925,-108.064914,39.04907753,-999,13.5136,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,926,-108.064914,39.04907753,-999,13.5137,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,927,-108.064914,39.04907753,-999,13.465,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,928,-108.064914,39.04907753,-999,13.5138,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,929,-108.064914,39.04907753,-999,13.5138,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,930,-108.064914,39.04907753,-999,13.4652,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,931,-108.064914,39.04907753,-999,13.5139,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,932,-108.064914,39.04907753,-999,13.514,1.565,524,754001.4811,4326330.925,12S,48
GPR_0043_020817,933,-108.064914,39.04907753,-999,13.4165,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,934,-108.064914,39.04907753,-999,13.5141,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,935,-108.064914,39.04907753,-999,13.5629,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,936,-108.064914,39.04907753,-999,13.4655,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,937,-108.064914,39.04907753,-999,13.563,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,938,-108.064914,39.04907753,-999,13.5142,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,939,-108.064914,39.04907753,-999,13.5143,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,940,-108.064914,39.04907753,-999,13.5143,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,941,-108.064914,39.04907753,-999,13.5144,1.559,522,754001.4811,4326330.925,12S,48
GPR_0043_020817,942,-108.064914,39.04907753,-999,13.3681,1.553,520,754001.4811,4326330.925,12S,48
GPR_0043_020817,943,-108.064914,39.04907753,-999,13.3194,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,944,-108.064914,39.04907753,-999,13.4658,1.547,518,754001.4811,4326330.925,12S,48
GPR_0043_020817,945,-108.064914,39.04907753,-999,13.2708,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,946,-108.064914,39.04907753,-999,13.5634,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,947,-108.064914,39.04907753,-999,13.466,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,948,-108.064914,39.04907753,-999,13.5147,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,949,-108.064914,39.04907753,-999,13.4661,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,950,-108.064914,39.04907753,-999,13.5148,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,951,-108.064914,39.04907753,-999,13.4662,1.57,526,754001.4811,4326330.925,12S,48
GPR_0043_020817,952,-108.064914,39.04907753,-999,13.4662,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,953,-108.064914,39.04907753,-999,13.515,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,954,-108.064914,39.04907753,-999,13.515,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,955,-108.064914,39.04907753,-999,13.5151,1.582,530,754001.4811,4326330.925,12S,48
GPR_0043_020817,956,-108.064914,39.04907753,-999,13.5639,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,957,-108.064914,39.04907753,-999,13.5151,1.576,528,754001.4811,4326330.925,12S,48
GPR_0043_020817,958,-108.064914,39.04907753,-999,13.5152,1.57,526,754001.4811,4326330.925,12S,48
